anc,census_tract,coords,district,method,objectid,offense,report_time,shift,ward
2E,202.0,"[-77.0678171663, 38.9063452874]",SECOND,OTHERS,192193,THEFT/OTHER,2016-05-23T09:24:31.000Z,DAY,2
1B,4400.0,"[-77.0280913824, 38.9162887866]",THIRD,OTHERS,192194,BURGLARY,2016-05-23T09:36:05.000Z,DAY,1
3C,502.0,"[-77.0576401591, 38.9246917251]",SECOND,OTHERS,192195,THEFT/OTHER,2016-05-23T10:17:11.000Z,DAY,3
7F,9907.0,"[-76.9333170621, 38.8818972209]",SIXTH,OTHERS,192196,THEFT/OTHER,2016-05-23T10:22:09.000Z,DAY,7
8D,10900.0,"[-77.0089150299, 38.81938836]",SEVENTH,OTHERS,192197,MOTOR VEHICLE THEFT,2016-05-23T10:39:12.000Z,DAY,8
6C,8301.0,"[-77.0020426438, 38.8954558306]",FIRST,OTHERS,192198,THEFT/OTHER,2016-05-23T10:42:31.000Z,DAY,6
6B,7200.0,"[-76.9932143563, 38.8770785519]",FIRST,OTHERS,192199,MOTOR VEHICLE THEFT,2016-05-23T10:42:43.000Z,DAY,6
4C,2400.0,"[-77.0218160875, 38.9457292809]",FOURTH,OTHERS,192200,THEFT F/AUTO,2016-05-23T10:54:18.000Z,DAY,4
8A,7601.0,"[-76.9860938246, 38.8688442409]",SIXTH,OTHERS,192201,BURGLARY,2016-05-23T10:56:20.000Z,DAY,8
1A,2802.0,"[-77.0325938398, 38.9281786054]",THIRD,OTHERS,192202,THEFT/OTHER,2016-05-23T11:04:11.000Z,DAY,1
6C,10600.0,"[-77.0058937568, 38.9068422648]",FIFTH,OTHERS,192203,ASSAULT W/DANGEROUS WEAPON,2016-05-23T11:10:03.000Z,DAY,6
8B,7502.0,"[-76.9685843842, 38.8557426011]",SEVENTH,OTHERS,192204,THEFT/OTHER,2016-05-23T11:10:17.000Z,DAY,8
1B,3200.0,"[-77.0218337091, 38.9279378867]",THIRD,OTHERS,192205,THEFT F/AUTO,2016-05-23T11:16:26.000Z,DAY,1
6C,10600.0,"[-76.9955752251, 38.9037344485]",FIRST,OTHERS,192206,THEFT F/AUTO,2016-05-23T11:19:42.000Z,DAY,6
5D,8903.0,"[-76.9780506532, 38.9063268762]",FIFTH,OTHERS,191563,MOTOR VEHICLE THEFT,2016-05-17T08:27:18.000Z,DAY,5
6B,6500.0,"[-77.0013162533, 38.886771768]",FIRST,OTHERS,191564,THEFT/OTHER,2016-05-17T08:54:30.000Z,DAY,6
2B,5500.0,"[-77.0436092615, 38.9099352176]",SECOND,OTHERS,191565,THEFT/OTHER,2016-05-17T09:55:04.000Z,DAY,2
7F,7703.0,"[-76.9419822179, 38.8841719607]",SIXTH,OTHERS,191566,MOTOR VEHICLE THEFT,2016-05-17T10:18:32.000Z,DAY,7
5A,9508.0,"[-77.0073742146, 38.9523611768]",FOURTH,OTHERS,191567,ROBBERY,2016-05-17T10:23:07.000Z,DAY,5
2F,4902.0,"[-77.0249878977, 38.9068536138]",THIRD,OTHERS,191568,THEFT F/AUTO,2016-05-17T10:27:01.000Z,DAY,2
3G,1401.0,"[-77.0723762223, 38.9680944536]",SECOND,OTHERS,191569,MOTOR VEHICLE THEFT,2016-05-17T10:35:44.000Z,DAY,3
1B,4400.0,"[-77.0229481636, 38.9148305596]",THIRD,OTHERS,191570,THEFT F/AUTO,2016-05-17T11:02:51.000Z,DAY,1
4B,1902.0,"[-77.0189715991, 38.963773338]",FOURTH,OTHERS,191571,MOTOR VEHICLE THEFT,2016-05-17T11:07:20.000Z,DAY,4
2A,5500.0,"[-77.0494734227, 38.9052644848]",SECOND,OTHERS,191572,THEFT/OTHER,2016-05-17T11:58:38.000Z,DAY,2
2C,5800.0,"[-77.019427242, 38.8998142811]",FIRST,OTHERS,191573,THEFT F/AUTO,2016-05-17T12:01:47.000Z,DAY,2
3C,502.0,"[-77.0576401591, 38.9246917251]",SECOND,OTHERS,191574,THEFT/OTHER,2016-05-17T12:02:04.000Z,DAY,3
2B,4202.0,"[-77.0441639994, 38.9140947912]",SECOND,OTHERS,191575,BURGLARY,2016-05-17T12:04:23.000Z,DAY,2
3G,1402.0,"[-77.0619653896, 38.9652628356]",SECOND,OTHERS,191576,THEFT F/AUTO,2016-05-17T12:43:56.000Z,DAY,4
2C,5800.0,"[-77.0270470753, 38.8990650713]",FIRST,GUN,191577,ROBBERY,2016-05-17T13:04:02.000Z,DAY,2
1B,3500.0,"[-77.0235162163, 38.9240910086]",THIRD,OTHERS,191578,THEFT F/AUTO,2016-05-17T13:15:52.000Z,DAY,1
4B,1901.0,"[-77.0205418493, 38.9672862897]",FOURTH,OTHERS,191579,THEFT F/AUTO,2016-05-17T13:17:24.000Z,DAY,4
6B,6900.0,"[-76.990251815, 38.8825464364]",FIRST,OTHERS,191580,THEFT/OTHER,2016-05-17T13:25:03.000Z,DAY,6
5B,9301.0,"[-76.9911213399, 38.934020198]",FIFTH,OTHERS,191581,THEFT/OTHER,2016-05-17T13:31:58.000Z,DAY,5
6D,10200.0,"[-77.0209223124, 38.8875716471]",FIRST,OTHERS,191582,THEFT F/AUTO,2016-05-17T13:35:54.000Z,DAY,6
8C,10400.0,"[-76.9959933468, 38.8487832389]",SEVENTH,OTHERS,191583,THEFT/OTHER,2016-05-17T13:38:08.000Z,DAY,8
3B,801.0,"[-77.0820678719, 38.9268931705]",SECOND,OTHERS,191584,THEFT/OTHER,2016-05-17T13:56:40.000Z,DAY,3
5C,9400.0,"[-76.9711564806, 38.9340980514]",FIFTH,OTHERS,191585,THEFT F/AUTO,2016-05-17T14:08:05.000Z,DAY,5
7D,9604.0,"[-76.9548149029, 38.8950327254]",SIXTH,OTHERS,191586,THEFT F/AUTO,2016-05-17T14:17:44.000Z,DAY,7
1A,3100.0,"[-77.0241774155, 38.935504404]",FOURTH,OTHERS,191587,THEFT/OTHER,2016-05-17T14:25:28.000Z,DAY,1
8E,,"[-76.9811472906, 38.8369446847]",SEVENTH,OTHERS,191588,THEFT F/AUTO,2016-05-17T14:32:37.000Z,DAY,8
6A,8002.0,"[-76.9815016011, 38.8920131866]",FIRST,OTHERS,191589,THEFT F/AUTO,2016-05-17T14:41:59.000Z,DAY,6
1A,2900.0,"[-77.026553386, 38.9354498386]",FOURTH,OTHERS,191590,THEFT/OTHER,2016-05-17T14:44:54.000Z,DAY,1
6A,7901.0,"[-76.9781351239, 38.8940394887]",FIFTH,OTHERS,191591,MOTOR VEHICLE THEFT,2016-05-17T14:54:34.000Z,DAY,6
7F,7703.0,"[-76.9518003987, 38.8866357139]",SIXTH,GUN,191592,ASSAULT W/DANGEROUS WEAPON,2016-05-17T14:58:59.000Z,DAY,7
2F,4902.0,"[-77.0265186842, 38.9041729314]",THIRD,OTHERS,191593,THEFT F/AUTO,2016-05-17T15:04:33.000Z,EVENING,2
1D,2701.0,"[-77.0429544059, 38.9350756212]",FOURTH,OTHERS,191594,BURGLARY,2016-05-17T15:10:28.000Z,EVENING,1
8A,7504.0,"[-76.9769457026, 38.8649151254]",SEVENTH,OTHERS,191595,BURGLARY,2016-05-17T15:16:56.000Z,EVENING,8
6A,7901.0,"[-76.9829413506, 38.8966707328]",FIFTH,OTHERS,191596,BURGLARY,2016-05-17T15:17:42.000Z,EVENING,6
1C,4001.0,"[-77.0454952561, 38.9223278955]",THIRD,OTHERS,191597,THEFT/OTHER,2016-05-17T15:28:44.000Z,EVENING,1
8A,7406.0,"[-76.9900592377, 38.8584669491]",SEVENTH,OTHERS,191598,THEFT/OTHER,2016-05-17T15:33:05.000Z,EVENING,8
2C,5800.0,"[-77.0296288444, 38.8978302992]",FIRST,OTHERS,191599,THEFT/OTHER,2016-05-17T15:45:45.000Z,EVENING,2
8B,7408.0,"[-76.9645886546, 38.8515615447]",SEVENTH,OTHERS,191600,BURGLARY,2016-05-17T15:59:50.000Z,EVENING,8
8D,9811.0,"[-77.000578108, 38.8280368356]",SEVENTH,OTHERS,191601,ASSAULT W/DANGEROUS WEAPON,2016-05-17T16:01:43.000Z,EVENING,8
6B,6900.0,"[-76.9855146975, 38.8834738089]",FIRST,OTHERS,191602,THEFT/OTHER,2016-05-17T16:13:55.000Z,EVENING,6
1B,4400.0,"[-77.0260047657, 38.9175594446]",THIRD,KNIFE,191603,ASSAULT W/DANGEROUS WEAPON,2016-05-17T16:15:02.000Z,EVENING,1
1B,4400.0,"[-77.0307899033, 38.916999765]",THIRD,OTHERS,192207,THEFT/OTHER,2016-05-23T11:22:23.000Z,DAY,1
4A,1804.0,"[-77.0275573898, 38.9667173272]",FOURTH,OTHERS,192208,THEFT F/AUTO,2016-05-23T11:23:56.000Z,DAY,4
4C,2400.0,"[-77.020210375, 38.9377392157]",FOURTH,OTHERS,192209,MOTOR VEHICLE THEFT,2016-05-23T11:36:44.000Z,DAY,4
5B,9302.0,"[-76.9915257867, 38.9275612703]",FIFTH,OTHERS,192210,THEFT/OTHER,2016-05-23T11:52:47.000Z,DAY,5
7E,9905.0,"[-76.926834745, 38.886883987]",SIXTH,OTHERS,192211,THEFT F/AUTO,2016-05-23T12:00:34.000Z,DAY,7
2C,5800.0,"[-77.0265174484, 38.9008488481]",FIRST,OTHERS,192212,THEFT/OTHER,2016-05-23T12:43:05.000Z,DAY,2
6C,10600.0,"[-77.0035187697, 38.9078332788]",FIFTH,OTHERS,192213,THEFT/OTHER,2016-05-23T12:50:52.000Z,DAY,6
4B,1901.0,"[-77.0233341176, 38.9667092381]",FOURTH,OTHERS,192214,THEFT/OTHER,2016-05-23T12:53:39.000Z,DAY,4
2C,5800.0,"[-77.0288566756, 38.8983169441]",FIRST,OTHERS,192215,THEFT/OTHER,2016-05-23T12:55:13.000Z,DAY,2
8E,7304.0,"[-76.9908792611, 38.8428283701]",SEVENTH,OTHERS,192216,ROBBERY,2016-05-23T12:58:36.000Z,DAY,8
3C,502.0,"[-77.0657743373, 38.9290114227]",SECOND,OTHERS,192217,THEFT/OTHER,2016-05-23T13:07:00.000Z,DAY,3
4C,2002.0,"[-77.0315673626, 38.9540867352]",FOURTH,OTHERS,192218,ROBBERY,2016-05-23T13:15:09.000Z,DAY,4
1C,4002.0,"[-77.0423697199, 38.9216264212]",THIRD,OTHERS,192219,BURGLARY,2016-05-23T13:19:11.000Z,DAY,1
4A,1804.0,"[-77.0315723904, 38.9654371408]",FOURTH,OTHERS,192220,MOTOR VEHICLE THEFT,2016-05-23T13:30:52.000Z,DAY,4
7D,9602.0,"[-76.9529053669, 38.9064185387]",SIXTH,OTHERS,192221,THEFT/OTHER,2016-05-23T13:36:36.000Z,DAY,7
3E,1001.0,"[-77.0895774749, 38.9559574247]",SECOND,OTHERS,192222,BURGLARY,2016-05-23T13:39:29.000Z,DAY,3
6B,6900.0,"[-76.9855146975, 38.8834738089]",FIRST,OTHERS,192223,THEFT/OTHER,2016-05-23T13:57:57.000Z,DAY,6
1A,2900.0,"[-77.027255943, 38.9328012354]",THIRD,OTHERS,192224,THEFT/OTHER,2016-05-23T14:03:21.000Z,DAY,1
4C,2301.0,"[-77.0129565087, 38.944379356]",FOURTH,OTHERS,192225,MOTOR VEHICLE THEFT,2016-05-23T14:08:46.000Z,DAY,4
2B,5301.0,"[-77.040091241, 38.9096461388]",SECOND,OTHERS,192226,THEFT/OTHER,2016-05-23T14:19:36.000Z,DAY,2
2F,5201.0,"[-77.0320962349, 38.9057069158]",THIRD,OTHERS,192227,THEFT/OTHER,2016-05-23T14:21:34.000Z,DAY,2
3D,801.0,"[-77.0983170353, 38.9183857765]",SECOND,OTHERS,192228,THEFT/OTHER,2016-05-23T14:39:24.000Z,DAY,3
4A,1804.0,"[-77.031952637, 38.9642479484]",FOURTH,OTHERS,192229,THEFT/OTHER,2016-05-23T14:40:24.000Z,DAY,4
6B,6801.0,"[-76.978137542, 38.8861481514]",FIRST,OTHERS,192230,THEFT F/AUTO,2016-05-23T14:41:58.000Z,DAY,6
2B,10700.0,"[-77.0365585881, 38.9007740704]",SECOND,OTHERS,192231,THEFT F/AUTO,2016-05-23T14:58:40.000Z,DAY,2
2F,4902.0,"[-77.0259886254, 38.9049117355]",THIRD,OTHERS,192232,THEFT F/AUTO,2016-05-23T15:02:01.000Z,EVENING,2
1B,3600.0,"[-77.0308614397, 38.9224317682]",THIRD,OTHERS,192233,THEFT/OTHER,2016-05-23T15:26:05.000Z,EVENING,1
2E,100.0,"[-77.0620054302, 38.9051864389]",SECOND,OTHERS,192234,THEFT/OTHER,2016-05-23T15:32:30.000Z,EVENING,2
3E,1001.0,"[-77.0895774749, 38.9559574247]",SECOND,OTHERS,192235,BURGLARY,2016-05-23T15:40:57.000Z,EVENING,3
8B,7502.0,"[-76.9726506441, 38.8574912594]",SEVENTH,OTHERS,192236,THEFT/OTHER,2016-05-23T15:48:29.000Z,EVENING,8
2F,5201.0,"[-77.0319620461, 38.9080451599]",SECOND,OTHERS,192237,THEFT/OTHER,2016-05-23T15:55:33.000Z,EVENING,2
2D,4100.0,"[-77.0488082457, 38.9103905151]",SECOND,OTHERS,192238,THEFT/OTHER,2016-05-23T15:59:52.000Z,EVENING,2
7F,9603.0,"[-76.9469775226, 38.8933538741]",SIXTH,OTHERS,192239,THEFT/OTHER,2016-05-23T16:14:59.000Z,EVENING,7
8B,,"[-76.9665832054, 38.848301078]",SEVENTH,OTHERS,192240,THEFT/OTHER,2016-05-23T16:19:52.000Z,EVENING,8
6A,8002.0,"[-76.9874149031, 38.8920139733]",FIRST,OTHERS,192241,THEFT F/AUTO,2016-05-23T16:20:51.000Z,EVENING,6
2A,5500.0,"[-77.0499676192, 38.9030482192]",SECOND,OTHERS,192242,THEFT/OTHER,2016-05-23T16:25:03.000Z,EVENING,2
2B,4201.0,"[-77.0372122761, 38.9163042544]",THIRD,OTHERS,192243,THEFT/OTHER,2016-05-23T16:25:42.000Z,EVENING,2
4B,1902.0,"[-77.0107214028, 38.9627024036]",FOURTH,OTHERS,192244,THEFT/OTHER,2016-05-23T16:40:43.000Z,EVENING,4
3F,600.0,"[-77.0612053712, 38.9401842029]",SECOND,OTHERS,192245,THEFT F/AUTO,2016-05-23T16:47:55.000Z,EVENING,3
2E,100.0,"[-77.0580845106, 38.9039002593]",SECOND,OTHERS,192246,THEFT F/AUTO,2016-05-23T16:48:57.000Z,EVENING,2
8C,9803.0,"[-77.0018107241, 38.8415224871]",SEVENTH,OTHERS,192247,MOTOR VEHICLE THEFT,2016-05-23T16:59:23.000Z,EVENING,8
1C,3900.0,"[-77.0396614612, 38.9246631767]",THIRD,OTHERS,191604,THEFT/OTHER,2016-05-17T16:19:43.000Z,EVENING,1
6B,7000.0,"[-76.9920960167, 38.8812673845]",FIRST,OTHERS,191605,MOTOR VEHICLE THEFT,2016-05-17T16:23:52.000Z,EVENING,6
6B,6500.0,"[-77.0035175091, 38.8822855468]",FIRST,OTHERS,191606,THEFT F/AUTO,2016-05-17T16:24:43.000Z,EVENING,6
4C,2502.0,"[-77.0282279275, 38.940809383]",FOURTH,OTHERS,191607,THEFT F/AUTO,2016-05-17T16:37:47.000Z,EVENING,4
4B,1702.0,"[-77.0161473503, 38.9756286077]",FOURTH,OTHERS,191608,THEFT/OTHER,2016-05-17T16:44:43.000Z,EVENING,4
4B,2101.0,"[-77.0228583117, 38.9582685977]",FOURTH,OTHERS,191609,MOTOR VEHICLE THEFT,2016-05-17T16:48:40.000Z,EVENING,4
5A,9508.0,"[-77.0012713857, 38.9560547928]",FOURTH,OTHERS,191610,THEFT/OTHER,2016-05-17T16:56:00.000Z,EVENING,5
2A,5600.0,"[-77.0526158545, 38.898488826]",SECOND,OTHERS,191611,THEFT/OTHER,2016-05-17T16:56:24.000Z,EVENING,2
4C,2501.0,"[-77.0297170237, 38.9434664595]",FOURTH,OTHERS,191612,BURGLARY,2016-05-17T17:00:36.000Z,EVENING,4
7D,9601.0,"[-76.9406742697, 38.9047103897]",SIXTH,OTHERS,191613,THEFT/OTHER,2016-05-17T17:05:36.000Z,EVENING,7
4C,2400.0,"[-77.0208235662, 38.944153012]",FOURTH,OTHERS,191614,BURGLARY,2016-05-17T17:26:06.000Z,EVENING,4
4C,2502.0,"[-77.0297156944, 38.9402775249]",FOURTH,GUN,191615,ASSAULT W/DANGEROUS WEAPON,2016-05-17T18:05:12.000Z,EVENING,4
8A,7401.0,"[-76.9931927205, 38.8622597195]",SEVENTH,OTHERS,191616,THEFT/OTHER,2016-05-17T18:17:41.000Z,EVENING,8
5D,8804.0,"[-76.987215863, 38.9092199181]",FIFTH,OTHERS,191617,THEFT/OTHER,2016-05-17T18:34:56.000Z,EVENING,5
5D,8803.0,"[-76.9872502604, 38.9102919148]",FIFTH,OTHERS,191618,THEFT F/AUTO,2016-05-17T18:42:00.000Z,EVENING,5
7F,9603.0,"[-76.9488113816, 38.8918953355]",SIXTH,OTHERS,191619,BURGLARY,2016-05-17T18:52:28.000Z,EVENING,7
7E,9904.0,"[-76.9289430383, 38.8878672024]",SIXTH,OTHERS,191620,THEFT/OTHER,2016-05-17T18:56:38.000Z,EVENING,7
6D,6400.0,"[-77.0094979179, 38.8729795406]",FIRST,OTHERS,191621,THEFT F/AUTO,2016-05-17T19:16:47.000Z,EVENING,6
2C,5800.0,"[-77.0239810457, 38.9003449282]",FIRST,OTHERS,191622,THEFT F/AUTO,2016-05-17T19:20:39.000Z,EVENING,2
6D,6400.0,"[-77.0124367882, 38.8746638357]",FIRST,OTHERS,191623,ROBBERY,2016-05-17T19:31:53.000Z,EVENING,6
4C,2502.0,"[-77.0297156944, 38.9402775249]",FOURTH,OTHERS,191624,THEFT/OTHER,2016-05-17T19:32:39.000Z,EVENING,4
2C,5800.0,"[-77.0219174889, 38.9003453336]",FIRST,OTHERS,191625,THEFT/OTHER,2016-05-17T19:33:40.000Z,EVENING,2
4C,2502.0,"[-77.0253312763, 38.9368193715]",FOURTH,OTHERS,191626,THEFT F/AUTO,2016-05-17T20:11:27.000Z,EVENING,4
6D,7200.0,"[-77.0091002229, 38.8765337465]",FIRST,OTHERS,191627,THEFT/OTHER,2016-05-17T20:12:11.000Z,EVENING,6
6B,6801.0,"[-76.9781367691, 38.8886704979]",FIRST,KNIFE,191628,ROBBERY,2016-05-17T20:17:13.000Z,EVENING,6
7F,9901.0,"[-76.9538539788, 38.8836277426]",SIXTH,OTHERS,191629,THEFT/OTHER,2016-05-17T20:21:39.000Z,EVENING,7
1B,4400.0,"[-77.0280913824, 38.9162887866]",THIRD,OTHERS,191630,THEFT F/AUTO,2016-05-17T20:23:53.000Z,EVENING,1
6D,10200.0,"[-77.0245715034, 38.8838906515]",FIRST,OTHERS,191631,THEFT/OTHER,2016-05-17T20:34:18.000Z,EVENING,6
6B,6802.0,"[-76.9798900637, 38.8841035631]",FIRST,OTHERS,191632,THEFT/OTHER,2016-05-17T20:39:30.000Z,EVENING,6
7B,9902.0,"[-76.9505005547, 38.866276189]",SIXTH,OTHERS,191633,MOTOR VEHICLE THEFT,2016-05-17T20:47:33.000Z,EVENING,7
2F,5001.0,"[-77.0309023474, 38.9103876149]",THIRD,OTHERS,191634,THEFT F/AUTO,2016-05-17T20:50:06.000Z,EVENING,2
5B,9400.0,"[-76.9721815468, 38.9377736866]",FIFTH,OTHERS,191635,THEFT F/AUTO,2016-05-17T20:55:14.000Z,EVENING,5
1B,3600.0,"[-77.0283834178, 38.9257474585]",THIRD,OTHERS,191636,THEFT/OTHER,2016-05-17T21:10:47.000Z,EVENING,1
5D,8802.0,"[-76.9820177417, 38.9022107365]",FIFTH,OTHERS,191637,THEFT/OTHER,2016-05-17T21:19:42.000Z,EVENING,5
5C,11100.0,"[-76.9739644738, 38.9195773046]",FIFTH,OTHERS,191638,THEFT/OTHER,2016-05-17T21:26:35.000Z,EVENING,5
1B,4400.0,"[-77.0270420771, 38.9162890341]",THIRD,OTHERS,191639,THEFT F/AUTO,2016-05-17T21:34:37.000Z,EVENING,1
7F,7803.0,"[-76.947655197, 38.8966602514]",SIXTH,OTHERS,191640,THEFT F/AUTO,2016-05-17T21:45:11.000Z,EVENING,7
2F,5201.0,"[-77.0326104657, 38.9140985871]",THIRD,OTHERS,191641,THEFT F/AUTO,2016-05-17T21:47:43.000Z,EVENING,2
4A,2600.0,"[-77.0401707174, 38.9483998741]",FOURTH,OTHERS,191642,MOTOR VEHICLE THEFT,2016-05-17T21:51:13.000Z,EVENING,4
6E,4901.0,"[-77.0219214867, 38.9133533894]",THIRD,OTHERS,191643,ROBBERY,2016-05-17T21:55:38.000Z,EVENING,6
6C,10600.0,"[-77.0074845743, 38.9046891778]",FIRST,OTHERS,192248,THEFT/OTHER,2016-05-23T17:11:33.000Z,EVENING,6
7D,9602.0,"[-76.9529053669, 38.9064185387]",SIXTH,GUN,192249,ASSAULT W/DANGEROUS WEAPON,2016-05-23T17:14:44.000Z,EVENING,7
7D,7903.0,"[-76.9738694972, 38.8955430101]",FIFTH,OTHERS,192250,BURGLARY,2016-05-23T17:17:30.000Z,EVENING,7
2C,5800.0,"[-77.0296399156, 38.8967312758]",FIRST,OTHERS,192251,THEFT/OTHER,2016-05-23T17:29:35.000Z,EVENING,2
1B,3400.0,"[-77.0184859435, 38.915290776]",THIRD,OTHERS,192252,THEFT F/AUTO,2016-05-23T17:37:05.000Z,EVENING,1
6B,7000.0,"[-77.0013161518, 38.8812766527]",FIRST,OTHERS,192253,THEFT F/AUTO,2016-05-23T17:38:09.000Z,EVENING,6
8A,7503.0,"[-76.9900123237, 38.8643854774]",SEVENTH,OTHERS,192254,THEFT/OTHER,2016-05-23T17:41:47.000Z,EVENING,8
4A,2600.0,"[-77.0364404286, 38.9402756218]",FOURTH,OTHERS,192255,BURGLARY,2016-05-23T17:49:32.000Z,EVENING,4
6E,4701.0,"[-77.0128341836, 38.9056616145]",FIRST,OTHERS,192256,THEFT/OTHER,2016-05-23T17:55:43.000Z,EVENING,6
8C,10400.0,"[-76.9978941866, 38.8470086258]",SEVENTH,OTHERS,192257,THEFT/OTHER,2016-05-23T18:27:07.000Z,EVENING,8
8B,7408.0,"[-76.9645886546, 38.8515615447]",SEVENTH,OTHERS,192258,THEFT/OTHER,2016-05-23T18:35:46.000Z,EVENING,8
4C,2400.0,"[-77.0238203601, 38.9369908469]",FOURTH,OTHERS,192259,THEFT F/AUTO,2016-05-23T18:40:40.000Z,EVENING,4
6C,6202.0,"[-77.0083944804, 38.8972031698]",FIRST,OTHERS,192260,THEFT F/AUTO,2016-05-23T18:45:06.000Z,EVENING,6
5D,8804.0,"[-76.9839991212, 38.909039355]",FIFTH,OTHERS,192261,ASSAULT W/DANGEROUS WEAPON,2016-05-23T18:57:59.000Z,EVENING,5
6B,6600.0,"[-76.9961872331, 38.8853573973]",FIRST,OTHERS,192262,ASSAULT W/DANGEROUS WEAPON,2016-05-23T19:00:56.000Z,EVENING,6
1A,3000.0,"[-77.032732849, 38.9295208052]",THIRD,OTHERS,192263,THEFT/OTHER,2016-05-23T19:01:07.000Z,EVENING,1
4C,2502.0,"[-77.0245935507, 38.9381527572]",FOURTH,OTHERS,192264,THEFT/OTHER,2016-05-23T19:06:09.000Z,EVENING,4
5D,8904.0,"[-76.9752053099, 38.8994979733]",FIFTH,OTHERS,192265,BURGLARY,2016-05-23T19:43:05.000Z,EVENING,5
4D,2202.0,"[-77.01661437, 38.9493064235]",FOURTH,GUN,192266,ROBBERY,2016-05-23T19:51:47.000Z,EVENING,4
8D,10900.0,"[-77.0088925246, 38.8236043297]",SEVENTH,OTHERS,192267,MOTOR VEHICLE THEFT,2016-05-23T20:00:34.000Z,EVENING,8
5C,9102.0,"[-76.9937636432, 38.921588895]",FIFTH,OTHERS,192268,THEFT F/AUTO,2016-05-23T20:01:26.000Z,EVENING,5
2C,5800.0,"[-77.0288566756, 38.8983169441]",FIRST,OTHERS,192269,THEFT/OTHER,2016-05-23T20:24:41.000Z,EVENING,2
6C,8200.0,"[-77.0020540565, 38.8914741305]",FIRST,OTHERS,192270,THEFT F/AUTO,2016-05-23T20:38:50.000Z,EVENING,6
8E,7304.0,"[-76.9864790957, 38.8424135548]",SEVENTH,OTHERS,192271,ASSAULT W/DANGEROUS WEAPON,2016-05-23T20:44:33.000Z,EVENING,8
7F,9603.0,"[-76.9436020279, 38.8908839985]",SIXTH,OTHERS,192272,THEFT F/AUTO,2016-05-23T20:45:20.000Z,EVENING,7
6B,6801.0,"[-76.980776724, 38.8871215208]",FIRST,OTHERS,192273,THEFT F/AUTO,2016-05-23T20:45:37.000Z,EVENING,6
2C,5800.0,"[-77.019427242, 38.8998142811]",FIRST,OTHERS,192274,ROBBERY,2016-05-23T20:48:50.000Z,EVENING,2
8E,7404.0,"[-76.9773415208, 38.8521502645]",SEVENTH,GUN,192275,ASSAULT W/DANGEROUS WEAPON,2016-05-23T20:51:37.000Z,EVENING,8
8A,7601.0,"[-76.9822332513, 38.8701048946]",SIXTH,OTHERS,192276,THEFT F/AUTO,2016-05-23T20:55:10.000Z,EVENING,8
2B,5500.0,"[-77.0436092615, 38.9099352176]",SECOND,OTHERS,192277,THEFT/OTHER,2016-05-23T20:56:27.000Z,EVENING,2
7F,9603.0,"[-76.9459175398, 38.8926777602]",SIXTH,OTHERS,192278,THEFT F/AUTO,2016-05-23T21:00:09.000Z,EVENING,7
4C,2400.0,"[-77.0251490815, 38.9434855482]",FOURTH,OTHERS,192279,THEFT F/AUTO,2016-05-23T21:07:10.000Z,EVENING,4
6E,4802.0,"[-77.0161778932, 38.9068412932]",THIRD,OTHERS,192280,THEFT/OTHER,2016-05-23T21:15:45.000Z,EVENING,6
6D,11000.0,"[-77.0187524696, 38.876464672]",FIRST,OTHERS,192281,THEFT F/AUTO,2016-05-23T21:16:42.000Z,EVENING,6
2C,6202.0,"[-77.0328194128, 38.8920821069]",SECOND,OTHERS,192282,THEFT F/AUTO,2016-05-23T21:23:59.000Z,EVENING,2
2F,4902.0,"[-77.0240171683, 38.9049121575]",THIRD,OTHERS,192283,THEFT F/AUTO,2016-05-23T21:31:41.000Z,EVENING,2
6C,10600.0,"[-77.0090680223, 38.9051732645]",FIRST,OTHERS,192284,BURGLARY,2016-05-23T21:35:17.000Z,EVENING,6
5E,4600.0,"[-77.0121665126, 38.9116252112]",FIFTH,OTHERS,192285,THEFT/OTHER,2016-05-23T21:36:47.000Z,EVENING,5
6E,4702.0,"[-77.0156811845, 38.9025263599]",FIRST,OTHERS,192286,THEFT F/AUTO,2016-05-23T21:44:02.000Z,EVENING,6
5D,8904.0,"[-76.9752053099, 38.8994979733]",FIFTH,OTHERS,192287,MOTOR VEHICLE THEFT,2016-05-23T21:55:00.000Z,EVENING,5
3D,802.0,"[-77.0837976333, 38.9071636868]",SECOND,OTHERS,191644,THEFT/OTHER,2016-05-17T21:58:54.000Z,EVENING,3
7B,9902.0,"[-76.948185163, 38.8653383094]",SIXTH,OTHERS,191645,BURGLARY,2016-05-17T22:02:47.000Z,EVENING,7
1B,4400.0,"[-77.0270420771, 38.9162890341]",THIRD,OTHERS,191646,THEFT F/AUTO,2016-05-17T22:24:31.000Z,EVENING,1
2F,5201.0,"[-77.0332551347, 38.9118733454]",THIRD,OTHERS,191647,THEFT F/AUTO,2016-05-17T22:28:05.000Z,EVENING,2
2C,5800.0,"[-77.022436093, 38.8998137419]",FIRST,OTHERS,191648,THEFT/OTHER,2016-05-17T22:48:14.000Z,EVENING,2
7D,9602.0,"[-76.9472117336, 38.9039748412]",SIXTH,GUN,191649,ROBBERY,2016-05-17T23:05:03.000Z,MIDNIGHT,7
1B,4400.0,"[-77.0280923121, 38.9186489694]",THIRD,OTHERS,191650,THEFT F/AUTO,2016-05-17T23:52:59.000Z,MIDNIGHT,1
8A,7407.0,"[-76.990911338, 38.8623136148]",SEVENTH,GUN,191651,HOMICIDE,2016-05-18T00:00:00.000Z,MIDNIGHT,8
